agent_id,chat_id,is_director,welcome_message,speaker,message,turn,is_english_turn,is_english_chat,public_name,last_message_time
0351f02a-233b-4f47-ae64-bebd132ae359,chat_d58caeaa-6ee1-4f6b-ba24-a95e054b61ed,,"👋 Hi, I'm OneAgent-Assistant! Get ready to integrate GPT that learns your content—be it text, audio, or video, with no size constraints—directly onto your website. It's 100% in your control, and 100% what users expect. 💼🚀 Shall we start?",assistant,"👋 Hi, I'm OneAgent-Assistant! Get ready to integrate GPT that learns your content—be it text, audio, or video, with no size constraints—directly onto your website. It's 100% in your control, and 100% what users expect. 💼🚀 Shall we start?",0,True,True,oneagent-assistant,2024-05-22 16:15:56
0351f02a-233b-4f47-ae64-bebd132ae359,chat_d58caeaa-6ee1-4f6b-ba24-a95e054b61ed,,"👋 Hi, I'm OneAgent-Assistant! Get ready to integrate GPT that learns your content—be it text, audio, or video, with no size constraints—directly onto your website. It's 100% in your control, and 100% what users expect. 💼🚀 Shall we start?",user,How are you?,1,True,True,oneagent-assistant,2024-05-22 16:15:56
0351f02a-233b-4f47-ae64-bebd132ae359,chat_d58caeaa-6ee1-4f6b-ba24-a95e054b61ed,,"👋 Hi, I'm OneAgent-Assistant! Get ready to integrate GPT that learns your content—be it text, audio, or video, with no size constraints—directly onto your website. It's 100% in your control, and 100% what users expect. 💼🚀 Shall we start?",assistant,"Thank you for asking, but as an AI assistant, I don't have feelings. I'm here to help you with any questions you have about integrating GPT onto your website. How can I assist you today?",2,True,True,oneagent-assistant,2024-05-22 16:15:56
c5bec14d-d0f7-4279-85df-9abfeedd3dbd,chat_ed9b08d3-1b45-4f36-85d6-1aebfb1b0004,,"Hello! I'm agent renaissance-lovers.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,"Hello! I'm agent renaissance-lovers.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",0,True,True,renaissance-lovers,2024-05-22 16:16:19
c5bec14d-d0f7-4279-85df-9abfeedd3dbd,chat_ed9b08d3-1b45-4f36-85d6-1aebfb1b0004,,"Hello! I'm agent renaissance-lovers.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",user,How was Renaissance art characterized?,1,True,True,renaissance-lovers,2024-05-22 16:16:19
c5bec14d-d0f7-4279-85df-9abfeedd3dbd,chat_ed9b08d3-1b45-4f36-85d6-1aebfb1b0004,,"Hello! I'm agent renaissance-lovers.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,"Renaissance art was characterized by realism and naturalism. Artists strived to depict people and objects in a true-to-life way. They used techniques such as perspective, shadows, and light to add depth to their work. Emotion was another quality that artists tried to infuse into their pieces.",2,True,True,renaissance-lovers,2024-05-22 16:16:19
224f479d-f2f6-4568-a2b0-c1a190bc82a7,chat_99b7b6b4-7978-4456-add4-244e947db44d,,"Hi! I'm BIGVU's AI support bot. 
How can I help you today?",assistant,"Hi! I'm BIGVU's AI support bot. 
How can I help you today?",0,True,True,bigvu-expert,2024-05-22 16:22:20
224f479d-f2f6-4568-a2b0-c1a190bc82a7,chat_99b7b6b4-7978-4456-add4-244e947db44d,,"Hi! I'm BIGVU's AI support bot. 
How can I help you today?",user,What are the top must-know features?,1,True,True,bigvu-expert,2024-05-22 16:22:20
224f479d-f2f6-4568-a2b0-c1a190bc82a7,chat_99b7b6b4-7978-4456-add4-244e947db44d,,"Hi! I'm BIGVU's AI support bot. 
How can I help you today?",assistant,"BIGVU offers several AI-powered tools to enhance your video creation process. Here are some of the must-know features provided by BIGVU:

1. AI Script Generator: BIGVU helps you create scripts 10x faster by generating multiple script options based on your business and talking points.

2. Teleprompter: BIGVU's teleprompter feature lets you view your script while recording, helping you speak confidently on camera. You can customize the speed and font size to match your natural pace.

3. Auto Captions: BIGVU automatically generates captions for your videos, making it easier for viewers to follow along. You can also use AI to highlight important words or phrases in the captions.

4. Video Styling: BIGVU provides editing tools to style and brand your videos. You can add backgrounds, music, picture overlays, cropping, and titling to give your videos a polished look.

5. AI Eye Contact: If you looked away from the camera during your recording, you can use BIGVU AI instead of retaking the video. The AI Eye Contact will make it appear like you are looking directly at your audience.

6. Social Media Scheduling: With one tap, you can schedule and post your video across all your social media channels.

These features make BIGVU a powerful tool for creating professional and engaging videos.",2,True,True,bigvu-expert,2024-05-22 16:22:20
224f479d-f2f6-4568-a2b0-c1a190bc82a7,chat_4b88a360-2a29-465d-82c3-449ce7c8fd60,,"Hi! I'm BIGVU's AI support bot. 
How can I help you today?",assistant,"Hi! I'm BIGVU's AI support bot. 
How can I help you today?",0,True,True,bigvu-expert,2024-05-22 16:25:56
