agent_id,chat_id,is_director,welcome_message,speaker,message,turn,is_english_turn,is_english_chat,public_name,last_message_time
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",assistant,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",0,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",user,i am looking to download my schedule H,1,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",assistant,"The wages paid and reconciliation of federal payroll taxes due are reported on IRS Form 1040 Schedule H. You should attach Schedule H to your Form 1040 and enter the total of payroll taxes on Form 1040 Schedule 2: Additional Tax (Part II) line 9.

If you made quarterly tax payments via HWS or on your own using Form 1040ES, enter the sum of those payments remitted before January 15, 2023 on Form 1040 Line 26.

[Here](https://www.irs.gov/uac/EFTPS-The-Electronic-Federal-Tax-Payment-System) is where you can verify actual payments made online with the IRS.

*Have you made quarterly tax payments via HWS or on your own using Form 1040ES?*

",2,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",user,yes,3,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",assistant,"Great! It's important to stay on top of those quarterly tax payments. Now, let's make sure we have the right information for your employee type.

*What type of employee do you have or are hiring?*",4,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",user,Nanny,5,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",assistant,"Great, we help thousands of famillies pay their household employees!

*When do you need to start paying your employee?*",6,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",user,I already hired,7,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",assistant,"Got it.

*Which state do you live in? We are familiar with employer tax compliance in all 50 states and Washington, D.C.*",8,True,True,hws-ai,2024-05-11 22:09:11
b6b0b91c-d3c6-4d93-8f08-9ea7cfdd0640,chat_7299aaff-dfbf-441a-b57c-046e176818f5,True,"Hello! As a cutting-edge GPT AI, I'm here to provide expert guidance on household payroll and tax compliance. What do you want to know?

[more about me >](action/profile)",user,NJ,9,True,True,hws-ai,2024-05-11 22:09:11
