agent_id,chat_id,is_director,welcome_message,speaker,message,turn,is_english_turn,is_english_chat,public_name,last_message_time
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_e9403e6d-64c7-4d08-9082-842ad1867197,True,"Hi, I'm OneAI's GPT!👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Hi, I'm OneAI's GPT!👋

*Do you want to boost leads and sales with an AI Agent like me?*",0,True,True,oneai,2024-05-26 13:55:28
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_e9403e6d-64c7-4d08-9082-842ad1867197,True,"Hi, I'm OneAI's GPT!👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,do it,1,True,True,oneai,2024-05-26 13:55:28
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_e9403e6d-64c7-4d08-9082-842ad1867197,True,"Hi, I'm OneAI's GPT!👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Great!

*A GPT Agent on your website can do this.

Would you like to build one?
*",2,True,True,oneai,2024-05-26 13:55:28
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",0,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,Hi,1,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Hello! How can I assist you today? 😊

*Do you have any questions about using GPT agents on your website?*",2,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,Can you sopport me,3,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Of course! I'm here to help. What do you need support with?

*Do you have any specific questions about using GPT agents on your website?*",4,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,Money baby ,5,False,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"I'm here to help with any questions you have. Is there anything specific you'd like to know about using GPT agents on your website?

*Do you have any questions about the cost of using GPT agents on your website?*",6,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,No just money,7,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"I understand. If you have any questions about using GPT agents on your website or anything else, feel free to ask. I'm here to help.

*Is there anything else you'd like to know about using GPT agents on your website?*",8,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,Puse,9,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9b0d55ce-82b8-4de4-bc29-fd56868760ca,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"OneAI has 3 pricing plans: Free, Start, and Pro. The Free plan is for initial experimentation, and it allows you to create an agent with your content. The Start plan is for small businesses and websites, and allows further personalization, and adding more content. The Pro plan is for businesses looking for a highly customizable and optimized agent. It provides custom behaviors, such as conversion flows, API access, personalization options (such as removing OneAI branding), and dedicated support from our experts. The Pro plan additionally includes integration into our AI Analytics platform, which allows rapid optimization of the agent's responses and user experience.",10,True,True,oneai,2024-05-26 13:50:53
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_e7335c81-c42f-4178-9ea8-47a7df3ff417,True,"Hi, Welcome to OneAI, we provide AI agents for your business.👋

What would be the business objective of your Agent?",assistant,"Hi, Welcome to OneAI, we provide AI agents for your business.👋

What would be the business objective of your Agent?",0,True,True,oneai,2024-05-26 13:48:49
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_e7335c81-c42f-4178-9ea8-47a7df3ff417,True,"Hi, Welcome to OneAI, we provide AI agents for your business.👋

What would be the business objective of your Agent?",user,"

With decades of urbanization, now more than 65% of China’s population are living in cities. There are many advantages of transferring the population into cities. Yet, some challenges still remain in city life, even for a quite long time. What are these challenges? And what are the possible solutions?please write an passage to answer it in 200 words",1,True,True,oneai,2024-05-26 13:48:49
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_e7335c81-c42f-4178-9ea8-47a7df3ff417,True,"Hi, Welcome to OneAI, we provide AI agents for your business.👋

What would be the business objective of your Agent?",assistant,"I don't have the specific information you're looking for, as it's not included in the documents I have access to. My responses are based on the content of those documents.

*What would be the business objective of your Agent?*",2,True,True,oneai,2024-05-26 13:48:49
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9e79c47b-5399-4d55-b792-3f746a41800d,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",0,True,True,oneai,2024-05-26 13:48:09
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9e79c47b-5399-4d55-b792-3f746a41800d,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,nah thx though,1,True,True,oneai,2024-05-26 13:48:09
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_9e79c47b-5399-4d55-b792-3f746a41800d,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Alright, no problem! If you change your mind, feel free to reach out. 😊

*Is there anything else I can help you with today?*",2,True,True,oneai,2024-05-26 13:48:09
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_0ccb7a4e-34dc-47cb-a9e6-7ae05a0e6f0d,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",0,True,True,360crisp,2024-05-26 13:41:24
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_0ccb7a4e-34dc-47cb-a9e6-7ae05a0e6f0d,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",user,When was the biannual conference launched?,1,True,True,360crisp,2024-05-26 13:41:24
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_0ccb7a4e-34dc-47cb-a9e6-7ae05a0e6f0d,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,The biannual conference was launched in 1991.,2,True,True,360crisp,2024-05-26 13:41:24
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_80303d42-748a-4e63-acdb-ff98e33b87ac,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",0,True,True,360crisp,2024-05-26 13:40:57
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_80303d42-748a-4e63-acdb-ff98e33b87ac,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",user,How can businesses engage customers and distinguish their products?,1,True,True,360crisp,2024-05-26 13:40:57
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_80303d42-748a-4e63-acdb-ff98e33b87ac,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,"By understanding the psychology of packaging design and meeting the demand for sustainable and unique packaging, businesses can better engage customers and distinguish their products in a crowded market. [^1^]",2,True,True,360crisp,2024-05-26 13:40:57
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_80303d42-748a-4e63-acdb-ff98e33b87ac,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",user,What is the purpose of the biannual conference?,3,True,True,360crisp,2024-05-26 13:40:57
bbdecf0e-55d4-48e3-9a99-382420487cb2,chat_80303d42-748a-4e63-acdb-ff98e33b87ac,,"Hello! I'm agent 360crisp.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?",assistant,"The purpose of the biannual conference is to bring together food engineers and technologists from various industries, academic institutions, and government to discuss emerging challenges and potential solutions for the delivery of safe, nutritious, and sustainable foods.",4,True,True,360crisp,2024-05-26 13:40:57
