agent_id,chat_id,is_director,welcome_message,speaker,message,turn,is_english_turn,is_english_chat,public_name,last_message_time
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",assistant,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",0,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",user,What is DCO?,1,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",assistant,"DCO stands for Data Channel Offload. It is a technology that improves data speeds in OpenVPN connections. With DCO, the operating system handles the traffic using a Windows for DCO driver, reducing the workload and possible bottlenecks. DCO is supported in OpenVPN Connect 3.4 and newer on Windows, Access Server 2.12 and newer, and OpenVPN 2.6.0 and newer. DCO can be enabled separately on the client side as well. 

Source: [OpenVPN DCO Documentation](https://openvpn.net/documentation/openvpn-connect/openvpn-connect-3-4-release-notes/#dco)",2,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",user,Who is the CEO ?,3,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",assistant,What product are you asking about?,4,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",user,Access Server,5,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",assistant,"Understood

*What Access Server environment are you asking about?*",6,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",user,#N/A,7,True,True,old-aibot-openvpn,2024-05-01 10:23:59
7782f164-effe-41ac-939b-4c9b519c1637,chat_7e69d283-c3db-4e07-8571-182ec92051bb,True,"Hello! I'm agent aibot-openvpn.
I'm here to answer any questions you have, or maybe you'd rather choose a question others are asking me?
[more about me >](action/profile)",assistant,"I'm sorry, but I couldn't find information about the CEO of Access Server in the documentation. As an AI language model, my responses are based on the information available to me in the documentation. If you have any other questions or need assistance with any other topic related to Access Server, I'll be happy to help.

Source: [OpenVPN Access Server Documentation](https://openvpn.net/access-server/)",8,True,True,old-aibot-openvpn,2024-05-01 10:23:59
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_a2a5cbe6-c3a7-4f89-b3a8-d5118d38940c,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",assistant,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",0,True,True,oneai,2024-05-01 10:16:26
a528ce6e-6e37-4e3b-992a-4404abcb9909,chat_a2a5cbe6-c3a7-4f89-b3a8-d5118d38940c,True,"Hi, I'm OneAI's GPT! 👋

*Do you want to boost leads and sales with an AI Agent like me?*",user,"Write a research proposal on a contemporary accounting issues including the following specific information: title of research, background of research, research gap, research question, sample selection, research model, and justification of your research.",1,True,True,oneai,2024-05-01 10:16:26
