agent_id,chat_id,is_director,welcome_message,speaker,message,turn,is_english_turn,is_english_chat,public_name,last_message_time
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",assistant,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",0,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",user,can you tell me about your main competitors?,1,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",assistant,"We collaborate with industry leaders to harness the full potential of data, including ORACLE, amdocs, samsung sds, weka, Hawlett Packard Enterprise, Dataiku, Hitachi Vantara, Vast, Valkyrie, UnoTelos, QantmAI, Paimatrix, Onelife, hpt, decsis, CrescoIntl., and bitanium.

*I’m happy to connect you with our team if you want to learn more. May I ask if your organization suffers from long-running queries? feel free to share your use case*",2,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",user,can you tell me about voltron?,3,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",assistant,We are unable to provide information about Voltron. Our expertise lies in delivering game-changing solutions in big data analytics. Is there anything else you'd like to know about our capabilities in big data analytics? How can we assist you further?,4,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",user,do you work with Voltron?,5,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",assistant,We are unable to provide information about Voltron. Our expertise lies in delivering game-changing solutions in big data analytics. Is there anything else you'd like to know about our capabilities in big data analytics? How can we assist you further?,6,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",user,Do you have any connections with Vast?,7,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",assistant,"Yes, we collaborate with Vast as one of our partners. Our partnership network includes a range of industry leaders to deliver comprehensive data solutions. If you have specific questions about our collaboration with Vast or how it can benefit your organization, feel free to ask.",8,True,True,sqream-gpt-agent,2024-05-06 06:30:13
0471ac60-6e32-4ac3-a912-08c3b098b816,chat_d3a43834-8329-4509-8124-b33275538d7b,True,"🚀 Welcome to SQream! Leverage SQL on GPU to reduce analytics costs and increase performance!
Would you like to ask me about data challenges, watch a short demo or schedule a chat with our data solution experts? 
<sub>(To find more about our privacy policy, [click here](https://sqream.com/privacy-policy))</sub>",user,do you partner with HP?,9,True,True,sqream-gpt-agent,2024-05-06 06:30:13
